name,time,cpu,host,usage_guest,usage_guest_nice,usage_idle,usage_iowait,usage_irq,usage_nice,usage_softirq,usage_steal,usage_system,usage_user
cpu,2022-08-22 07:54:48.185127,cpu4,host0,0.504301734,0.192264583,0.559194576,0.163113580,0.487621605,0.255137347,0.495331207,0.712177228,0.368420052,0.063848393
cpu,2022-08-22 07:54:48.185127,cpu5,host0,0.902409230,0.426281877,0.438656772,0.558795309,0.052232091,0.252392881,0.998048169,0.065154540,0.677340655,0.031394623
cpu,2022-08-22 07:54:58.185127,cpu3,host0,0.611250123,0.951780849,0.405989035,0.428249012,0.322274130,0.322189406,0.383743031,0.940988158,0.509473185,0.495883225
cpu,2022-08-22 07:55:28.185127,cpu7,host0,0.815272350,0.957804079,0.214412057,0.642171164,0.667630018,0.013735752,0.025372779,0.588326764,0.960644806,0.519023425
cpu,2022-08-22 07:54:48.185127,cpu6,host0,0.523789824,0.758403032,0.386834523,0.361853766,0.655200104,0.725061492,0.287788523,0.263775981,0.083217251,0.160285550
cpu,2022-08-22 07:54:58.185127,cpu4,host0,0.932487426,0.192196232,0.874752943,0.138354437,0.129966521,0.441409557,0.033731376,0.784199974,0.946164682,0.696799288
cpu,2022-08-22 07:55:28.185127,cpu8,host0,0.712337522,0.537526342,0.848658398,0.344512808,0.306988960,0.343687373,0.781851795,0.003216253,0.045380355,0.100451138
cpu,2022-08-22 07:54:48.185127,cpu7,host0,0.516360776,0.498996268,0.446714138,0.022490558,0.104944674,0.513613305,0.945437160,0.079483562,0.797375606,0.735671477
cpu,2022-08-22 07:55:28.185127,cpu9,host0,0.878678517,0.739990687,0.070018451,0.121343514,0.499920474,0.874519431,0.141828904,0.639213182,0.855127670,0.263335918
cpu,2022-08-22 07:54:58.185127,cpu5,host0,0.596686358,0.584825809,0.036865999,0.522998795,0.196267867,0.546493533,0.949069229,0.247883102,0.055354804,0.948535261
cpu,2022-08-22 07:54:48.185127,cpu8,host0,0.303497263,0.742019296,0.569882653,0.707948752,0.846583358,0.248403697,0.577315096,0.052140283,0.025852092,0.448337397
cpu,2022-08-22 07:55:28.185127,cpu10,host0,0.849224892,0.358308006,0.323489316,0.222627451,0.115391686,0.863899267,0.296023363,0.021455073,0.989604153,0.557466129
cpu,2022-08-22 07:54:58.185127,cpu6,host0,0.298120284,0.761504917,0.285205108,0.896162670,0.412172861,0.486280771,0.615361063,0.186072054,0.289131235,0.367770633
cpu,2022-08-22 07:54:48.185127,cpu9,host0,0.709762613,0.584483389,0.240056667,0.831114414,0.335357820,0.030755170,0.172610413,0.985111815,0.388538468,0.977941220
cpu,2022-08-22 07:54:58.185127,cpu7,host0,0.271823784,0.744009572,0.281523489,0.726351968,0.674584891,0.032800906,0.530030297,0.930520881,0.463070600,0.855903152
cpu,2022-08-22 07:55:28.185127,cpu11,host0,0.422228979,0.195271083,0.447228265,0.165614964,0.347516249,0.754279636,0.435027640,0.392931656,0.105283546,0.024986626
cpu,2022-08-22 07:54:48.185127,cpu10,host0,0.293383048,0.804376468,0.690570397,0.505862865,0.583533359,0.343484980,0.181061961,0.070187793,0.796740518,0.741823457
cpu,2022-08-22 07:55:28.185127,cpu12,host0,0.944460868,0.731280721,0.939540723,0.154421230,0.199838808,0.176034573,0.785724938,0.082381872,0.867002632,0.169122396
cpu,2022-08-22 07:54:58.185127,cpu8,host0,0.993434222,0.086021479,0.280045524,0.607788552,0.991366575,0.995141330,0.154326167,0.462003892,0.989030917,0.137662465
cpu,2022-08-22 07:54:48.185127,cpu11,host0,0.333493137,0.812878407,0.541409851,0.153172344,0.482330806,0.287870238,0.855612525,0.924374412,0.615654813,0.958978727
cpu,2022-08-22 07:55:28.185127,cpu0,host1,0.064275654,0.712232028,0.776721009,0.848546382,0.757632525,0.201209401,0.327317111,0.627737468,0.422910625,0.006596382
cpu,2022-08-22 07:54:58.185127,cpu9,host0,0.445039541,0.858078306,0.701270122,0.194937693,0.509717942,0.401752171,0.603366010,0.952596964,0.888767531,0.197481856
cpu,2022-08-22 07:54:48.185127,cpu12,host0,0.127526775,0.580981409,0.942827140,0.377235089,0.228784123,0.972577459,0.731385005,0.858790997,0.347850462,0.615106583
cpu,2022-08-22 07:55:28.185127,cpu1,host1,0.313462350,0.595637562,0.023618115,0.645476701,0.198695924,0.761156453,0.471733459,0.255475698,0.889870991,0.391233099
cpu,2022-08-22 07:54:58.185127,cpu10,host0,0.086054427,0.946714538,0.956218044,0.171754625,0.707433295,0.284381605,0.890236310,0.943682690,0.346196019,0.241626396
cpu,2022-08-22 07:55:28.185127,cpu2,host1,0.773743554,0.974515804,0.084628976,0.887342738,0.673852790,0.483414883,0.270126481,0.072338534,0.830340682,0.069928781
cpu,2022-08-22 07:54:48.185127,cpu0,host1,0.775155984,0.267426160,0.237264316,0.098536793,0.179966093,0.380021264,0.080984534,0.938204709,0.959914604,0.393686603
cpu,2022-08-22 07:54:48.185127,cpu1,host1,0.976929477,0.546230515,0.365663106,0.753995600,0.712391409,0.617100409,0.459118008,0.919907564,0.429011063,0.063123888
cpu,2022-08-22 07:54:58.185127,cpu11,host0,0.642760219,0.162793733,0.936117441,0.120246211,0.791875916,0.848497243,0.230449106,0.474628410,0.826656285,0.880133725
cpu,2022-08-22 07:54:48.185127,cpu2,host1,0.501637814,0.087593292,0.128185016,0.756406461,0.416961226,0.636745254,0.841193600,0.636028942,0.017435404,0.394757637
cpu,2022-08-22 07:54:58.185127,cpu12,host0,0.008031641,0.096119360,0.657925106,0.268023517,0.236242766,0.425940386,0.501084795,0.632356125,0.828774370,0.883403029
cpu,2022-08-22 07:54:48.185127,cpu3,host1,0.304946090,0.502421891,0.542920577,0.196742030,0.987505469,0.894572343,0.744361053,0.049507565,0.621967692,0.918004566
cpu,2022-08-22 07:54:58.185127,cpu0,host1,0.648778863,0.449373409,0.161372292,0.994005599,0.262298350,0.897949992,0.606957704,0.797298831,0.756541286,0.552275550
cpu,2022-08-22 07:54:48.185127,cpu4,host1,0.110483548,0.844244300,0.472784435,0.452131557,0.322394887,0.747873591,0.113003845,0.013177154,0.025521943,0.509753198
cpu,2022-08-22 07:54:58.185127,cpu1,host1,0.883194278,0.480741689,0.068938376,0.242957630,0.361206908,0.255337871,0.378020536,0.817483305,0.047252669,0.598760681
cpu,2022-08-22 07:54:58.185127,cpu2,host1,0.938249779,0.622193092,0.570693350,0.284989620,0.480296739,0.056686793,0.683342947,0.629860675,0.523415303,0.971981645
cpu,2022-08-22 07:54:48.185127,cpu5,host1,0.337822955,0.618942698,0.869277450,0.855289992,0.859890609,0.849472896,0.120102008,0.683652561,0.286541479,0.690368183
cpu,2022-08-22 07:54:58.185127,cpu3,host1,0.635289516,0.618044074,0.012068722,0.249385862,0.268080187,0.608307181,0.088910378,0.325321741,0.201531523,0.907185098
cpu,2022-08-22 07:54:48.185127,cpu6,host1,0.039370325,0.704106488,0.994166956,0.138251246,0.856781869,0.096452945,0.739556184,0.024124891,0.671755453,0.122985157
cpu,2022-08-22 07:54:58.185127,cpu4,host1,0.163979078,0.066923549,0.033326901,0.810120395,0.456980535,0.484358873,0.907677062,0.819630901,0.212853438,0.992878675
cpu,2022-08-22 07:54:48.185127,cpu7,host1,0.253772335,0.344102273,0.519301859,0.896531453,0.922116924,0.305150236,0.530234041,0.339896279,0.201795683,0.012276842
cpu,2022-08-22 07:54:48.185127,cpu8,host1,0.849389414,0.132201744,0.378112366,0.486460342,0.792212140,0.366517562,0.157868521,0.162436965,0.447259914,0.366668504
cpu,2022-08-22 07:54:58.185127,cpu5,host1,0.152777946,0.664161574,0.011846845,0.436731372,0.480973400,0.262240287,0.251455590,0.827188629,0.848963993,0.056504745
cpu,2022-08-22 07:54:58.185127,cpu6,host1,0.856136431,0.154378802,0.674611115,0.384142455,0.426530633,0.952147042,0.821730023,0.446015561,0.439985112,0.731881112
cpu,2022-08-22 07:54:48.185127,cpu9,host1,0.467734479,0.087898743,0.945927605,0.229073583,0.710523312,0.836037578,0.993415996,0.090967905,0.733111158,0.300349901
cpu,2022-08-22 07:54:58.185127,cpu7,host1,0.481351463,0.269395348,0.704224854,0.840072190,0.048319295,0.963931509,0.257265974,0.850498691,0.224641735,0.755058347
cpu,2022-08-22 07:54:48.185127,cpu10,host1,0.449167733,0.840146387,0.843695554,0.139385887,0.012149975,0.527292643,0.460957158,0.740622931,0.159733059,0.439294105
cpu,2022-08-22 07:54:58.185127,cpu8,host1,0.423221607,0.197992804,0.694199053,0.305455461,0.010911081,0.877774985,0.541090057,0.418945794,0.467584834,0.923240109
cpu,2022-08-22 07:54:48.185127,cpu11,host1,0.667471078,0.257021385,0.423747603,0.925219331,0.063996919,0.749093881,0.008404681,0.417467495,0.998002844,0.314768302
cpu,2022-08-22 07:54:58.185127,cpu9,host1,0.379365689,0.121818157,0.654124451,0.589638419,0.733225302,0.034404982,0.492654101,0.371732938,0.692198022,0.301489104
cpu,2022-08-22 07:54:48.185127,cpu12,host1,0.828713373,0.070426549,0.434160293,0.385130984,0.086452920,0.519097612,0.709973484,0.226652836,0.221793423,0.107702591
cpu,2022-08-22 07:54:58.185127,cpu10,host1,0.533522407,0.040043024,0.974422813,0.879411005,0.428196094,0.163487790,0.652591269,0.138855362,0.078750504,0.176875108
cpu,2022-08-22 07:54:58.185127,cpu11,host1,0.576495467,0.713734688,0.116561232,0.058261195,0.139660981,0.732686454,0.810376904,0.193225228,0.314602058,0.815684686
cpu,2022-08-22 07:54:58.185127,cpu12,host1,0.057756371,0.624486940,0.942450269,0.339679625,0.425643615,0.419977604,0.196015665,0.658501159,0.917387063,0.345900260
cpu,2022-08-22 07:54:58.185127,cpu0,host2,0.291034485,0.784517376,0.678895032,0.410890756,0.113135079,0.656501647,0.581388268,0.823943376,0.792982553,0.560911365
cpu,2022-08-22 07:54:58.185127,cpu1,host2,0.951132279,0.032438587,0.485235992,0.103306956,0.505096038,0.253679883,0.142559190,0.650834528,0.122755353,0.708688785
cpu,2022-08-22 07:54:58.185127,cpu2,host2,0.651112874,0.975123253,0.187583195,0.451318977,0.404213270,0.405440100,0.786830092,0.874844373,0.376000991,0.298959846
cpu,2022-08-22 07:54:58.185127,cpu3,host2,0.685471150,0.611960075,0.907102885,0.854043372,0.986288744,0.307442244,0.211649110,0.626393510,0.518068057,0.492966125
cpu,2022-08-22 07:54:58.185127,cpu4,host2,0.726910078,0.474431316,0.454275429,0.097582472,0.531100212,0.873930653,0.082923467,0.642974172,0.167988312,0.175255328
cpu,2022-08-22 07:54:58.185127,cpu5,host2,0.770071284,0.076204325,0.192493859,0.714363230,0.333640113,0.386241847,0.035291273,0.336196479,0.788069244,0.679505492
cpu,2022-08-22 07:54:58.185127,cpu6,host2,0.671206642,0.881589463,0.243204798,0.039897155,0.011678633,0.360956091,0.077025546,0.644396140,0.977086169,0.212664352
cpu,2022-08-22 07:54:58.185127,cpu7,host2,0.391756287,0.431510978,0.459654469,0.435277975,0.683396314,0.450741356,0.494226578,0.207118721,0.564821602,0.148371707
cpu,2022-08-22 07:54:58.185127,cpu8,host2,0.296283353,0.925045149,0.275754773,0.108233866,0.606047978,0.935426369,0.723646392,0.107682872,0.511691362,0.681700730
cpu,2022-08-22 07:54:58.185127,cpu9,host2,0.699676721,0.836605149,0.715740962,0.959096023,0.480527572,0.218187439,0.089716775,0.077906087,0.498615297,0.247186284
cpu,2022-08-22 07:54:58.185127,cpu10,host2,0.227264815,0.654914710,0.896095704,0.627181749,0.248476795,0.202025760,0.485607291,0.007788895,0.535858545,0.701261325
cpu,2022-08-22 07:54:58.185127,cpu11,host2,0.084068992,0.731534813,0.130184321,0.037151619,0.642941080,0.419489490,0.720924179,0.330447478,0.926654382,0.650271170
cpu,2022-08-22 07:54:58.185127,cpu12,host2,0.930167619,0.305638933,0.266210668,0.429974117,0.015442825,0.042586578,0.920082039,0.347646737,0.745664424,0.112303904
cpu,2022-08-22 07:54:58.185127,cpu0,host3,0.053232836,0.368831062,0.250587396,0.097823349,0.726466743,0.243462640,0.075567756,0.395527721,0.035662635,0.141477879
cpu,2022-08-22 07:54:58.185127,cpu1,host3,0.199990851,0.602316914,0.299106286,0.208544709,0.748289215,0.501655437,0.327109103,0.021557181,0.886366276,0.613230804
cpu,2022-08-22 08:04:38.185127,cpu0,host0,0.865817273,0.055548057,0.221645232,0.695717928,0.588954680,0.222796397,0.041115482,0.628289246,0.974798724,0.187556548
cpu,2022-08-22 07:54:58.185127,cpu2,host3,0.174774493,0.280405964,0.961457551,0.213251863,0.695663611,0.901529697,0.284374975,0.971092879,0.394465168,0.452382724
cpu,2022-08-22 08:04:38.185127,cpu1,host0,0.218269325,0.336147782,0.358100466,0.203290429,0.309914828,0.175833875,0.486421956,0.145219340,0.333524403,0.316959371
cpu,2022-08-22 07:54:58.185127,cpu3,host3,0.592623795,0.722715312,0.601577107,0.032919121,0.027904475,0.413602560,0.579292571,0.479696767,0.993356089,0.100509761
cpu,2022-08-22 08:04:38.185127,cpu2,host0,0.157269653,0.553458166,0.165646073,0.053178631,0.255396905,0.252206642,0.481968640,0.718564151,0.948976091,0.754920653
cpu,2022-08-22 07:54:58.185127,cpu4,host3,0.046952921,0.626572122,0.834317949,0.466463278,0.723869276,0.699903056,0.235976342,0.228684855,0.053895957,0.159298474
cpu,2022-08-22 08:04:38.185127,cpu3,host0,0.301787729,0.868373387,0.439664278,0.195063893,0.051118194,0.766706587,0.598529456,0.995407124,0.220488121,0.998844841
cpu,2022-08-22 07:54:58.185127,cpu5,host3,0.100442654,0.180453567,0.469432622,0.662284551,0.752282481,0.060402734,0.396719565,0.784909502,0.076353431,0.227101702
cpu,2022-08-22 08:04:38.185127,cpu4,host0,0.792355356,0.366498443,0.673423779,0.292855679,0.687339352,0.841369580,0.381074067,0.471152464,0.610194866,0.270265357
cpu,2022-08-22 07:54:58.185127,cpu6,host3,0.790253734,0.716066333,0.949212729,0.260874935,0.953074143,0.311044178,0.307977758,0.818951728,0.918883681,0.907045657
cpu,2022-08-22 08:04:38.185127,cpu5,host0,0.658923286,0.681070833,0.588298979,0.165906025,0.072184726,0.457896819,0.152203955,0.871139602,0.450054369,0.329389501
cpu,2022-08-22 08:04:38.185127,cpu6,host0,0.958623357,0.814405200,0.259867657,0.855618202,0.319139234,0.010353335,0.021425232,0.268969062,0.123934573,0.673284907
cpu,2022-08-22 07:54:58.185127,cpu7,host3,0.390953358,0.202364624,0.747294715,0.573317212,0.515811459,0.204232935,0.665097541,0.051911653,0.006725923,0.047397564
cpu,2022-08-22 08:04:38.185127,cpu7,host0,0.788035891,0.447923178,0.985064888,0.789695489,0.765560011,0.149825483,0.265941111,0.684288364,0.612762767,0.380289049
cpu,2022-08-22 07:54:58.185127,cpu8,host3,0.958584717,0.427831385,0.877173559,0.907384710,0.883911806,0.206607976,0.266077472,0.046956539,0.501045545,0.864994244
cpu,2022-08-22 08:04:38.185127,cpu8,host0,0.310185904,0.942506788,0.197678554,0.006393141,0.660382595,0.594795564,0.868019906,0.800757911,0.993157312,0.958156094
cpu,2022-08-22 07:54:58.185127,cpu9,host3,0.970266205,0.768364528,0.954915187,0.672932218,0.898089321,0.623675859,0.036660775,0.365008632,0.229431414,0.434345920
cpu,2022-08-22 08:04:38.185127,cpu9,host0,0.155537484,0.418269090,0.656368329,0.849108118,0.651403195,0.799248611,0.406125260,0.688879034,0.966237413,0.906545006
cpu,2022-08-22 08:04:38.185127,cpu10,host0,0.040457093,0.290382005,0.404714000,0.496241262,0.389150403,0.689477579,0.087252446,0.559440063,0.379562033,0.048611387
cpu,2022-08-22 07:54:58.185127,cpu10,host3,0.290513684,0.174472366,0.721713373,0.471381407,0.636566487,0.244699694,0.580513581,0.776965459,0.966659952,0.473653904
cpu,2022-08-22 07:54:58.185127,cpu11,host3,0.515657161,0.875285209,0.235622844,0.317729672,0.599284653,0.424468369,0.345929603,0.800289624,0.951983728,0.338242962
cpu,2022-08-22 08:04:38.185127,cpu11,host0,0.360391646,0.582977455,0.762082654,0.514034813,0.023939610,0.454880176,0.750443091,0.537244928,0.692715999,0.681451610
cpu,2022-08-22 07:54:58.185127,cpu12,host3,0.380179633,0.131879824,0.030800130,0.879542409,0.594734657,0.357601827,0.015820536,0.128266544,0.883601173,0.851656740
cpu,2022-08-22 08:04:38.185127,cpu12,host0,0.618874171,0.560945647,0.413495089,0.750768889,0.038280436,0.770185393,0.952415170,0.781512672,0.435130411,0.993833162
cpu,2022-08-22 07:54:58.185127,cpu0,host4,0.667955630,0.567718376,0.799127864,0.447570001,0.376027791,0.245441285,0.996425600,0.036931821,0.588605555,0.757770489
cpu,2022-08-22 08:04:38.185127,cpu0,host1,0.893051061,0.839470588,0.604669548,0.125481058,0.589908724,0.402952054,0.905280920,0.340780979,0.276109339,0.624168934
cpu,2022-08-22 07:54:58.185127,cpu1,host4,0.176581998,0.347049896,0.548908105,0.251961426,0.516404324,0.122171212,0.904751459,0.586565245,0.158996895,0.457606906
cpu,2022-08-22 08:04:38.185127,cpu1,host1,0.731483665,0.645641473,0.092073847,0.898220424,0.570018837,0.680287590,0.258149921,0.314660626,0.843838324,0.175650065
cpu,2022-08-22 08:04:38.185127,cpu2,host1,0.012509242,0.909342658,0.529791826,0.758249898,0.261340202,0.551074817,0.229537738,0.424945000,0.777704465,0.892682157
cpu,2022-08-22 07:54:58.185127,cpu2,host4,0.702628198,0.432600727,0.062206955,0.549160220,0.667645256,0.217099926,0.225978140,0.283470586,0.143644797,0.988714823
cpu,2022-08-22 08:04:38.185127,cpu3,host1,0.036273106,0.884686344,0.437727451,0.186843215,0.292200807,0.377365398,0.473863723,0.668208637,0.640947432,0.845700469
cpu,2022-08-22 07:54:58.185127,cpu3,host4,0.023714387,0.248275580,0.679316715,0.920140662,0.060279637,0.625950696,0.887848354,0.960855692,0.622019980,0.148738095
cpu,2022-08-22 08:04:38.185127,cpu4,host1,0.211216378,0.846594792,0.683764323,0.568581134,0.897560440,0.145873981,0.489748677,0.695880114,0.640271874,0.191652025
cpu,2022-08-22 08:04:38.185127,cpu5,host1,0.352689865,0.107622939,0.615670580,0.881084586,0.821431227,0.058799766,0.148185070,0.446519482,0.965047018,0.354833729
cpu,2022-08-22 07:54:58.185127,cpu4,host4,0.780862019,0.118950985,0.507662648,0.231876418,0.161281807,0.679900095,0.634298915,0.820153072,0.179955933,0.409527150
cpu,2022-08-22 08:04:38.185127,cpu6,host1,0.044155337,0.287385141,0.041109558,0.063139280,0.502884064,0.191410559,0.112955179,0.245002722,0.254290932,0.466331297
cpu,2022-08-22 07:54:48.185127,cpu0,host2,0.827243073,0.271909267,0.757544348,0.253424045,0.286686207,0.556138523,0.188279029,0.997532024,0.423172000,0.494478588
cpu,2022-08-22 07:55:08.185127,cpu0,host0,0.955105564,0.679496598,0.070012432,0.682538554,0.352491065,0.820456720,0.290200756,0.600448954,0.034274370,0.502618840
cpu,2022-08-22 07:54:48.185127,cpu1,host2,0.080328313,0.770519114,0.090752402,0.477938170,0.692190669,0.739624532,0.380955958,0.323864576,0.798100170,0.382370960
cpu,2022-08-22 08:04:38.185127,cpu7,host1,0.242379343,0.542872526,0.466343358,0.363965994,0.501079386,0.507820085,0.204718728,0.758205797,0.396708259,0.085152411
cpu,2022-08-22 07:55:08.185127,cpu1,host0,0.185400910,0.300346093,0.752021987,0.147828327,0.351759443,0.037561597,0.734580924,0.718290190,0.400038811,0.442160343
cpu,2022-08-22 07:54:48.185127,cpu2,host2,0.074964429,0.031507697,0.097011456,0.816588987,0.629471283,0.821917793,0.033200336,0.625874649,0.325523487,0.284608717
cpu,2022-08-22 08:04:38.185127,cpu8,host1,0.097987753,0.086827437,0.467087881,0.702426363,0.898531038,0.094576168,0.265374501,0.627571148,0.565046165,0.082011944
cpu,2022-08-22 07:55:08.185127,cpu2,host0,0.982466747,0.113850669,0.757948715,0.826625723,0.769347229,0.943166101,0.826102864,0.659485022,0.667397073,0.590724353
cpu,2022-08-22 07:54:48.185127,cpu3,host2,0.412000619,0.237015227,0.320184638,0.162086757,0.834721831,0.585363122,0.258171280,0.834848452,0.083496236,0.548048220
cpu,2022-08-22 08:04:38.185127,cpu9,host1,0.667839252,0.699445915,0.656594003,0.068045435,0.250388944,0.850474548,0.577635529,0.909810038,0.155883191,0.034296432
cpu,2022-08-22 07:55:08.185127,cpu3,host0,0.898244500,0.488377207,0.166295924,0.393688961,0.340932329,0.525693086,0.556295983,0.732628395,0.104559764,0.547974841
cpu,2022-08-22 08:04:38.185127,cpu10,host1,0.087700782,0.653371848,0.964636472,0.800469359,0.451402498,0.729328582,0.563943803,0.221911587,0.091191520,0.422760046
cpu,2022-08-22 07:59:58.185127,cpu0,host0,0.768085187,0.785175084,0.091647080,0.898805998,0.426322228,0.812962370,0.571472094,0.963626479,0.716366625,0.392745010
cpu,2022-08-22 07:55:08.185127,cpu4,host0,0.213535765,0.889751189,0.494630912,0.875669883,0.813737695,0.229462296,0.358032489,0.561900342,0.833692356,0.834455062
cpu,2022-08-22 07:54:48.185127,cpu4,host2,0.055533283,0.338657017,0.330029641,0.938173705,0.508422750,0.275308877,0.511334735,0.747135202,0.482861274,0.811368030
cpu,2022-08-22 08:04:38.185127,cpu11,host1,0.746188005,0.202506604,0.380038223,0.033510529,0.607615531,0.357381691,0.274748564,0.470195018,0.707620317,0.356022276
cpu,2022-08-22 07:55:08.185127,cpu5,host0,0.251719566,0.840177828,0.565289778,0.686992814,0.978321532,0.455283762,0.084042044,0.154956083,0.621866817,0.452336771
cpu,2022-08-22 07:59:58.185127,cpu1,host0,0.664776031,0.802573076,0.011987621,0.807003105,0.810806496,0.402166629,0.288065862,0.911160428,0.352705531,0.831287654
cpu,2022-08-22 07:54:48.185127,cpu5,host2,0.508526487,0.476337360,0.253556152,0.191978952,0.610943979,0.604737496,0.680443472,0.572601419,0.847966673,0.447224627
cpu,2022-08-22 08:04:38.185127,cpu12,host1,0.713770567,0.111368418,0.537580721,0.047775517,0.250751538,0.294827006,0.884452448,0.673421795,0.263311755,0.788777861
cpu,2022-08-22 07:55:08.185127,cpu6,host0,0.004157648,0.613918063,0.562785048,0.722701761,0.519465622,0.254251545,0.712478125,0.020306478,0.275674586,0.310047132
cpu,2022-08-22 07:55:28.185127,cpu3,host1,0.491291535,0.619307041,0.124162088,0.737068304,0.360757282,0.614651799,0.606985691,0.312124857,0.683534010,0.953972644
cpu,2022-08-22 07:59:58.185127,cpu2,host0,0.749112949,0.891023312,0.405783459,0.087698126,0.158651630,0.400518105,0.544265817,0.172583541,0.039038318,0.274301783
cpu,2022-08-22 08:04:38.185127,cpu0,host2,0.055139501,0.346098929,0.131310994,0.341912039,0.968838866,0.840222701,0.990851042,0.371615120,0.181536615,0.644148891
cpu,2022-08-22 07:55:08.185127,cpu7,host0,0.803340867,0.510322664,0.208193688,0.432053538,0.991404114,0.213209206,0.434662031,0.242588788,0.646510333,0.945166043
cpu,2022-08-22 07:55:28.185127,cpu4,host1,0.332202847,0.186692250,0.202397289,0.204625259,0.370981467,0.983122976,0.540246413,0.287424475,0.685970346,0.654698819
cpu,2022-08-22 08:04:38.185127,cpu1,host2,0.766870648,0.597299969,0.074028679,0.380620030,0.742319570,0.955266788,0.140859654,0.419777215,0.733987699,0.879933857
cpu,2022-08-22 07:54:48.185127,cpu6,host2,0.518885611,0.288788790,0.015795794,0.616221157,0.603645577,0.157715630,0.937935459,0.851201839,0.379399654,0.544325995
cpu,2022-08-22 07:55:08.185127,cpu8,host0,0.198283944,0.487834677,0.880421704,0.096383427,0.739846000,0.331056426,0.818954343,0.975813673,0.660846491,0.852655596
cpu,2022-08-22 07:55:28.185127,cpu5,host1,0.242422064,0.743796428,0.513126450,0.788576582,0.056077006,0.120751637,0.702171001,0.983048026,0.258614684,0.415319449
cpu,2022-08-22 08:04:38.185127,cpu2,host2,0.602859081,0.735031655,0.192237963,0.443661180,0.437443235,0.529056363,0.210183392,0.458897256,0.379800799,0.689281858
cpu,2022-08-22 07:54:48.185127,cpu7,host2,0.500481464,0.822471098,0.898743757,0.099887899,0.742612865,0.900110807,0.769778715,0.412162177,0.961682627,0.148741551
cpu,2022-08-22 07:55:08.185127,cpu9,host0,0.002939875,0.284114833,0.330124923,0.518513773,0.478256589,0.586145350,0.458598863,0.267691809,0.841737452,0.472721146
cpu,2022-08-22 07:55:28.185127,cpu6,host1,0.203492398,0.640869521,0.341940981,0.508721981,0.028960122,0.769663130,0.980720425,0.940515461,0.940245992,0.404989215
cpu,2022-08-22 07:54:48.185127,cpu8,host2,0.536881806,0.697765325,0.775647001,0.115777222,0.240870454,0.774611089,0.357646207,0.356427857,0.272555603,0.779775102
cpu,2022-08-22 07:55:08.185127,cpu10,host0,0.649253652,0.284376568,0.230143707,0.318408308,0.040405093,0.629662128,0.104713676,0.469607437,0.845075166,0.838084948
cpu,2022-08-22 08:04:38.185127,cpu3,host2,0.191980008,0.481225991,0.854332184,0.809860368,0.573397579,0.638121917,0.496882884,0.058350431,0.931456187,0.341609871
cpu,2022-08-22 07:55:28.185127,cpu7,host1,0.138455853,0.077977325,0.357733216,0.506671577,0.040084433,0.849056248,0.325997218,0.000300031,0.792289668,0.965387026
